array_element_name	array_element_type	organism	is_control	locus	description	chromosome	start	stop
263077_at	oligonucleotide	Arabidopsis thaliana	no	AT2G17510	EMB2763 (EMBRYO DEFECTIVE 2763); RNA binding / ribonuclease	2	7609423	7610703
263078_at	oligonucleotide	Arabidopsis thaliana	no	AT2G05350	unknown protein	2	1952922	1954720
263079_at	oligonucleotide	Arabidopsis thaliana	no	AT2G05390	transposable element gene	2	1974153	1974583
263080_at	oligonucleotide	Arabidopsis thaliana	no	AT2G12610	transposable element gene	2	5142870	5143491
263081_at	oligonucleotide	Arabidopsis thaliana	no	AT2G27220	BLH5 (BELL1-like homeodomain 5); DNA binding / transcription factor	2	11637324	11638333
263082_at	oligonucleotide	Arabidopsis thaliana	no	AT2G27200	GTP-binding family protein	2	11627390	11627866
263083_at	oligonucleotide	Arabidopsis thaliana	no	AT2G27190	PAP12 (PURPLE ACID PHOSPHATASE 12); acid phosphatase/ protein serine/threonine phosphatase	2	11621437	11622098
263084_at	oligonucleotide	Arabidopsis thaliana	no	AT2G27180	unknown protein	2	11620497	11620967
263085_at	oligonucleotide	Arabidopsis thaliana	no	AT2G16090	zinc finger protein-related	2	6987524	6988223
263086_at	oligonucleotide	Arabidopsis thaliana	no	AT2G16110	pseudogene, similar to putative AP endonuclease/reverse transcriptase,  blastp match of 34% identity and 5.9e-45 P-value to GP|21952510|gb|AAM82604.1|AF525305_2|AF525305 putative AP endonuclease/reverse transcriptase {Brassica napus}	2	6991414	6991935
263087_s_at	oligonucleotide	Arabidopsis thaliana	no	AT2G16130;AT2G16120	[AT2G16130, mannitol transporter, putative];[AT2G16120, mannitol transporter, putative]	[AT2G16130, 2];[AT2G16120, 2]	[AT2G16130, 7003450];[AT2G16120, 6996921]	[AT2G16130, 7003849];[AT2G16120, 6997320]
263088_at	oligonucleotide	Arabidopsis thaliana	no	AT2G16160	transposable element gene	2	7012893	7013404
263089_at	oligonucleotide	Arabidopsis thaliana	no	AT2G16000	transposable element gene	2	6958049	6958590
263090_at	oligonucleotide	Arabidopsis thaliana	no	AT2G16190	FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; BEST Arabidopsis thaliana protein match is: hydroxyproline-rich glycoprotein family protein (TAIR:AT1G49330.1); Has 39 Blast hits to 39 proteins in 16 species: Archae - 0; Bacteria - 0; Metazoa - 5; Fungi - 5; Plants - 27; Viruses - 0; Other Eukaryotes - 2 (source: NCBI BLink).	2	7020710	7021288
263091_at	oligonucleotide	Arabidopsis thaliana	no	AT2G16200	protein binding / structural molecule	2	7024766	7025103
263092_at	oligonucleotide	Arabidopsis thaliana	no	AT2G16210	transcriptional factor B3 family protein	2	7027001	7027734
263093_at	oligonucleotide	Arabidopsis thaliana	no	AT2G16010	transposable element gene	2	6965626	6965966
263094_at	oligonucleotide	Arabidopsis thaliana	no	AT2G16020	unknown protein	2	6973362	6973585
263095_at	oligonucleotide	Arabidopsis thaliana	no	AT2G16040	hAT dimerisation domain-containing protein / transposase-related	2	6977004	6977576
263096_at	oligonucleotide	Arabidopsis thaliana	no	AT2G16060	AHB1 (ARABIDOPSIS HEMOGLOBIN 1); oxygen binding / oxygen transporter	2	6982806	6983483
263097_at	oligonucleotide	Arabidopsis thaliana	no	AT2G16070	PDV2 (PLASTID DIVISION2)	2	6984210	6984595
263098_at	oligonucleotide	Arabidopsis thaliana	no	AT2G16005	MD-2-related lipid recognition domain-containing protein / ML domain-containing protein	2	6959369	6960072
263099_at	oligonucleotide	Arabidopsis thaliana	no	AT2G05200	transposable element gene	2	1886377	1886822
263100_at	oligonucleotide	Arabidopsis thaliana	no	AT2G05210	AtPOT1a (Protection of Telomeres 1a); telomeric DNA binding	2	1893068	1893855
263101_s_at	oligonucleotide	Arabidopsis thaliana	no	AT2G05250;AT2G05230	[AT2G05250, DNAJ heat shock N-terminal domain-containing protein];[AT2G05230, DNAJ heat shock N-terminal domain-containing protein]	[AT2G05250, 2];[AT2G05230, 2]	[AT2G05250, 1913660];[AT2G05230, 1899833]	[AT2G05250, 1914224];[AT2G05230, 1900397]
263102_at	oligonucleotide	Arabidopsis thaliana	no	AT2G05270	unknown protein	2	1920892	1920984
263103_at	oligonucleotide	Arabidopsis thaliana	no	AT2G05290	transposable element gene	2	1925515	1926260
263104_at	oligonucleotide	Arabidopsis thaliana	no	AT2G05120	LOCATED IN: chloroplast; EXPRESSED IN: 16 plant structures; EXPRESSED DURING: 9 growth stages; CONTAINS InterPro DOMAIN/s: Nup133, N-terminal (InterPro:IPR014908); Has 103 Blast hits to 103 proteins in 31 species: Archae - 0; Bacteria - 0; Metazoa - 79; Fungi - 0; Plants - 19; Viruses - 0; Other Eukaryotes - 5 (source: NCBI BLink).	2	1842072	1842568
263105_at	oligonucleotide	Arabidopsis thaliana	no	AT2G05320	beta-1,2-N-acetylglucosaminyltransferase II	2	1936731	1937307
263106_at	oligonucleotide	Arabidopsis thaliana	no	AT2G05160	zinc finger (CCCH-type) family protein / RNA recognition motif (RRM)-containing protein	2	1859048	1859782
263107_at	oligonucleotide	Arabidopsis thaliana	no	AT2G05180	CYP705A6; electron carrier/ heme binding / iron ion binding / monooxygenase/ oxygen binding	2	1876131	1876782
263108_at	oligonucleotide	Arabidopsis thaliana	no	AT1G65240	aspartyl protease family protein	1	24230965	24232043
263109_at	oligonucleotide	Arabidopsis thaliana	no	AT1G65180	DC1 domain-containing protein	1	24211872	24212434
263110_at	oligonucleotide	Arabidopsis thaliana	no	AT1G65220	eIF4-gamma/eIF5/eIF2-epsilon domain-containing protein	1	24227741	24228778
263111_s_at	oligonucleotide	Arabidopsis thaliana	no	AT1G65190;AT1G65250	[AT1G65190, protein kinase family protein];[AT1G65250, protein kinase family protein]	[AT1G65190, 1];[AT1G65250, 1]	[AT1G65190, 24216038];[AT1G65250, 24235071]	[AT1G65190, 24216588];[AT1G65250, 24235546]
263112_at	oligonucleotide	Arabidopsis thaliana	no	AT1G03080	FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: plasma membrane; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Prefoldin (InterPro:IPR009053), KIP1-like (InterPro:IPR011684); BEST Arabidopsis thaliana protein match is: kinase interacting family protein (TAIR:AT3G22790.1); Has 169162 Blast hits to 69460 proteins in 2232 species: Archae - 2114; Bacteria - 24914; Metazoa - 82448; Fungi - 11850; Plants - 6375; Viruses - 760; Other Eukaryotes - 40701 (source: NCBI BLink).	1	731807	732387
263113_at	oligonucleotide	Arabidopsis thaliana	no	AT1G03150	GCN5-related N-acetyltransferase (GNAT) family protein	1	756476	758420
263114_at	oligonucleotide	Arabidopsis thaliana	no	AT1G03130	PSAD-2 (photosystem I subunit D-2)	1	753670	754009
263115_at	oligonucleotide	Arabidopsis thaliana	no	AT1G03055	unknown protein	1	710281	711567
263116_s_at	oligonucleotide	Arabidopsis thaliana	no	AT1G54590;AT1G03140	[AT1G54590, splicing factor Prp18 family protein];[AT1G03140, splicing factor Prp18 family protein]	[AT1G54590, 1];[AT1G03140, 1]	[AT1G54590, 20391662];[AT1G03140, 754573]	[AT1G54590, 20391854];[AT1G03140, 754762]
263117_at	oligonucleotide	Arabidopsis thaliana	no	AT1G03040	basic helix-loop-helix (bHLH) family protein	1	704280	706106
263118_at	oligonucleotide	Arabidopsis thaliana	no	AT1G03090	MCCA; methylcrotonoyl-CoA carboxylase	1	742845	743706
263119_at	oligonucleotide	Arabidopsis thaliana	no	AT1G03110	transducin family protein / WD-40 repeat family protein	1	750968	751722
263120_at	oligonucleotide	Arabidopsis thaliana	no	AT1G78490	CYP708A3; electron carrier/ heme binding / iron ion binding / monooxygenase/ oxygen binding	1	29529464	29530384
263121_at	oligonucleotide	Arabidopsis thaliana	no	AT1G78530	protein kinase family protein	1	29539283	29540029
263122_at	oligonucleotide	Arabidopsis thaliana	no	AT1G78510	SPS1 (solanesyl diphosphate synthase 1); trans-octaprenyltranstransferase	1	29535444	29535923
263123_at	oligonucleotide	Arabidopsis thaliana	no	AT1G78500	pentacyclic triterpene synthase, putative	1	29534522	29535168
263124_at	oligonucleotide	Arabidopsis thaliana	no	AT1G78480	prenyltransferase/squalene oxidase repeat-containing protein	1	29525501	29526344
263125_at	oligonucleotide	Arabidopsis thaliana	no	AT1G78470	FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; BEST Arabidopsis thaliana protein match is: F-box family protein (TAIR:AT1G67390.1); Has 18 Blast hits to 18 proteins in 1 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 18; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).	1	29522226	29522955
263126_at	oligonucleotide	Arabidopsis thaliana	no	AT1G78460	SOUL heme-binding family protein	1	29518580	29519207
263127_at	oligonucleotide	Arabidopsis thaliana	no	AT1G78610	MSL6 (MECHANOSENSITIVE CHANNEL OF SMALL CONDUCTANCE-LIKE 6)	1	29569226	29569971
263128_at	oligonucleotide	Arabidopsis thaliana	no	AT1G78600	LZF1 (LIGHT-REGULATED ZINC FINGER PROTEIN 1); transcription factor/ zinc ion binding	1	29567890	29568632
263129_at	oligonucleotide	Arabidopsis thaliana	no	AT1G78620	integral membrane family protein	1	29574299	29575355
263130_at	oligonucleotide	Arabidopsis thaliana	no	AT1G78650	POLD3; DNA-directed DNA polymerase	1	29584764	29585409
263131_at	oligonucleotide	Arabidopsis thaliana	no	AT1G78630	emb1473 (embryo defective 1473); structural constituent of ribosome	1	29576165	29577375
263132_at	oligonucleotide	Arabidopsis thaliana	no	AT1G78560	bile acid:sodium symporter family protein	1	29546942	29547804
263133_at	oligonucleotide	Arabidopsis thaliana	no	AT1G78450	SOUL heme-binding family protein	1	29517215	29517816
263134_at	oligonucleotide	Arabidopsis thaliana	no	AT1G78570	RHM1 (RHAMNOSE BIOSYNTHESIS 1); UDP-L-rhamnose synthase/ UDP-glucose 4,6-dehydratase/ catalytic	1	29551523	29552169
263135_at	oligonucleotide	Arabidopsis thaliana	no	AT1G78550	oxidoreductase, 2OG-Fe(II) oxygenase family protein	1	29545037	29545790
263136_at	oligonucleotide	Arabidopsis thaliana	no	AT1G78580	ATTPS1 (TREHALOSE-6-PHOSPHATE SYNTHASE); alpha,alpha-trehalose-phosphate synthase (UDP-forming)/ transferase, transferring glycosyl groups	1	29552505	29553207
263137_at	oligonucleotide	Arabidopsis thaliana	no	AT1G78660	gamma-glutamyl hydrolase, putative / gamma-Glu-X carboxypeptidase, putative / conjugase, putative	1	29586627	29587569
263138_at	oligonucleotide	Arabidopsis thaliana	no	AT1G65090	unknown protein	1	24181058	24182449
263139_at	oligonucleotide	Arabidopsis thaliana	no	AT1G65110	ubiquitin carboxyl-terminal hydrolase-related	1	24183965	24184735
263141_at	oligonucleotide	Arabidopsis thaliana	no	AT1G65210	FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; CONTAINS InterPro DOMAIN/s: Rhamnogalacturonate lyase (InterPro:IPR010325), Galactose-binding like (InterPro:IPR008979); BEST Arabidopsis thaliana protein match is: lyase (TAIR:AT4G38030.1); Has 91 Blast hits to 67 proteins in 11 species: Archae - 0; Bacteria - 6; Metazoa - 0; Fungi - 0; Plants - 85; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).	1	24225232	24225732
263142_at	oligonucleotide	Arabidopsis thaliana	no	AT1G65230	unknown protein	1	24229652	24230566
263143_at	oligonucleotide	Arabidopsis thaliana	no	AT1G03100	pentatricopeptide (PPR) repeat-containing protein	1	744073	744565
263144_at	oligonucleotide	Arabidopsis thaliana	no	AT1G54070	dormancy/auxin associated protein-related	1	20182700	20183087
263145_at	oligonucleotide	Arabidopsis thaliana	no	AT1G54090	ATEXO70D2 (exocyst subunit EXO70 family protein D2); protein binding	1	20191083	20191566
263146_at	oligonucleotide	Arabidopsis thaliana	no	AT1G53940	GLIP2; arylesterase/ carboxylesterase/ lipase	1	20144269	20145777
263147_at	oligonucleotide	Arabidopsis thaliana	no	AT1G53980	polyubiquitin-related	1	20149348	20149581
263148_at	oligonucleotide	Arabidopsis thaliana	no	AT1G53950	ubiquitin family protein	1	20146464	20147924
263149_at	oligonucleotide	Arabidopsis thaliana	no	AT1G53970	unknown protein	1	20148552	20148751
263150_at	oligonucleotide	Arabidopsis thaliana	no	AT1G54050	17.4 kDa class III heat shock protein (HSP17.4-CIII)	1	20179559	20180118
263151_at	oligonucleotide	Arabidopsis thaliana	no	AT1G54120	unknown protein	1	20207104	20207450
263152_at	oligonucleotide	Arabidopsis thaliana	no	AT1G54060	ASIL1 (ARABIDOPSIS 6B-INTERACTING PROTEIN 1-LIKE 1); sequence-specific DNA binding / transcription factor	1	20181524	20181922
263153_s_at	oligonucleotide	Arabidopsis thaliana	no	AT1G54010;AT1G54000	[AT1G54010, myrosinase-associated protein, putative];[AT1G54000, myrosinase-associated protein, putative]	[AT1G54010, 1];[AT1G54000, 1]	[AT1G54010, 20158985];[AT1G54000, 20154694]	[AT1G54010, 20159517];[AT1G54000, 20155225]
263154_at	oligonucleotide	Arabidopsis thaliana	no	AT1G54110	cation exchanger, putative (CAX10)	1	20200150	20201620
263155_at	oligonucleotide	Arabidopsis thaliana	no	AT1G54140	TAFII21 (TATA BINDING PROTEIN ASSOCIATED FACTOR 21KDA SUBUNIT); DNA binding / transcription initiation factor	1	20214101	20214828
263156_at	oligonucleotide	Arabidopsis thaliana	no	AT1G54030	GDSL-motif lipase, putative	1	20168807	20169376
263157_at	oligonucleotide	Arabidopsis thaliana	no	AT1G54100	ALDH7B4 (Aldehyde Dehydrogenase 7B4); 3-chloroallyl aldehyde dehydrogenase/ oxidoreductase	1	20195452	20196373
263158_at	oligonucleotide	Arabidopsis thaliana	no	AT1G54160	NF-YA5 (NUCLEAR FACTOR Y, SUBUNIT A5); specific transcriptional repressor/ transcription factor	1	20217582	20218366
263159_at	oligonucleotide	Arabidopsis thaliana	no	AT1G54130	RSH3 (RELA/SPOT HOMOLOG 3); GTP diphosphokinase	1	20213140	20213714
263160_at	oligonucleotide	Arabidopsis thaliana	no	AT1G54080	oligouridylate-binding protein, putative	1	20183940	20184653
263161_at	oligonucleotide	Arabidopsis thaliana	no	AT1G54020	myrosinase-associated protein, putative	1	20161858	20162588
263162_at	oligonucleotide	Arabidopsis thaliana	no	AT1G54150	zinc finger (C3HC4-type RING finger) family protein	1	20216370	20217272
263163_at	oligonucleotide	Arabidopsis thaliana	no	AT1G03160	FZL (FZO-LIKE); GTP binding / GTPase/ thiamin-phosphate diphosphorylase	1	763368	764493
263164_at	oligonucleotide	Arabidopsis thaliana	no	AT1G03070	glutamate binding	1	730375	731322
263165_at	oligonucleotide	Arabidopsis thaliana	no	AT1G03060	WD-40 repeat family protein / beige-related	1	712977	713511
263166_at	oligonucleotide	Arabidopsis thaliana	no	AT1G03050	epsin N-terminal homology (ENTH) domain-containing protein / clathrin assembly protein-related	1	709188	709859
263167_at	oligonucleotide	Arabidopsis thaliana	no	AT1G03030	phosphoribulokinase/uridine kinase family protein	1	702354	703511
263168_at	oligonucleotide	Arabidopsis thaliana	no	AT1G03020	glutaredoxin family protein	1	698233	698477
263169_at	oligonucleotide	Arabidopsis thaliana	no	AT1G03010	phototropic-responsive NPH3 family protein	1	695440	696187
263170_at	oligonucleotide	Arabidopsis thaliana	no	AT1G03000	PEX6 (PEROXIN 6); ATP binding / ATPase/ nucleoside-triphosphatase/ nucleotide binding	1	688060	688891
263171_at	oligonucleotide	Arabidopsis thaliana	no	AT1G54115	CCX4 (CATION CALCIUM EXCHANGER 4); cation:cation antiporter	1	20203483	20203989
263172_at	oligonucleotide	Arabidopsis thaliana	no	AT1G54170	CID3 (CTC-Interacting Domain 3)	1	20221545	20222280
263173_at	oligonucleotide	Arabidopsis thaliana	no	AT1G54180	BRX-LIKE3 (BREVIS RADIX-LIKE 3)	1	20227733	20228488
263174_at	oligonucleotide	Arabidopsis thaliana	no	AT1G54040	ESP (EPITHIOSPECIFIER PROTEIN); enzyme regulator	1	20171007	20171577
263175_at	oligonucleotide	Arabidopsis thaliana	no	AT1G05510	Protein is tyrosine-phosphorylated and its phosphorylation state is modulated in response to ABA in Arabidopsis thaliana seeds.	1	1629664	1630677
263176_at	oligonucleotide	Arabidopsis thaliana	no	AT1G05530	UGT75B2 (UDP-GLUCOSYL TRANSFERASE 75B2); UDP-glucosyltransferase/ UDP-glycosyltransferase/ abscisic acid glucosyltransferase/ transferase, transferring glycosyl groups	1	1636502	1637004
263177_at	oligonucleotide	Arabidopsis thaliana	no	AT1G05540	unknown protein	1	1640055	1640616
263178_at	oligonucleotide	Arabidopsis thaliana	no	AT1G05550	unknown protein	1	1641283	1642065
263179_at	oligonucleotide	Arabidopsis thaliana	no	AT1G05710	ethylene-responsive protein, putative	1	1716234	1717015
263180_at	oligonucleotide	Arabidopsis thaliana	no	AT1G05620	URH2 (URIDINE-RIBOHYDROLASE 2); hydrolase	1	1680266	1681502
263181_at	oligonucleotide	Arabidopsis thaliana	no	AT1G05720	selenoprotein family protein	1	1717679	1718796
263182_at	oligonucleotide	Arabidopsis thaliana	no	AT1G05575	unknown protein	1	1661835	1662041
263183_at	oligonucleotide	Arabidopsis thaliana	no	AT1G05570	CALS1 (CALLOSE SYNTHASE 1); 1,3-beta-glucan synthase/ transferase, transferring glycosyl groups	1	1647923	1648734
263184_at	oligonucleotide	Arabidopsis thaliana	no	AT1G05560	UGT75B1 (UDP-GLUCOSYLTRANSFERASE 75B1); UDP-glucose:4-aminobenzoate acylglucosyltransferase/ UDP-glucosyltransferase/ UDP-glycosyltransferase/ abscisic acid glucosyltransferase/ transferase, transferring glycosyl groups	1	1645715	1646140
263185_at	oligonucleotide	Arabidopsis thaliana	no	AT1G05520	transport protein, putative	1	1631148	1631999
263186_at	oligonucleotide	Arabidopsis thaliana	no	AT1G36110	transposable element gene	1	13503976	13504531
263188_at	oligonucleotide	Arabidopsis thaliana	no	AT1G36095	FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF659 (InterPro:IPR007021), Protein of unknown function DUF1544 (InterPro:IPR011523); BEST Arabidopsis thaliana protein match is: hAT dimerisation domain-containing protein (TAIR:AT3G22220.2); Has 342 Blast hits to 317 proteins in 11 species: Archae - 0; Bacteria - 0; Metazoa - 6; Fungi - 0; Plants - 335; Viruses - 0; Other Eukaryotes - 1 (source: NCBI BLink).	1	13491372	13492361
263189_at	oligonucleotide	Arabidopsis thaliana	no	AT1G36100	myosin heavy chain-related	1	13494663	13495201
263190_at	oligonucleotide	Arabidopsis thaliana	no	AT1G36105	transposable element gene	1	13500462	13500964
263192_at	oligonucleotide	Arabidopsis thaliana	no	AT1G36160	ACC1 (ACETYL-COENZYME A CARBOXYLASE 1); acetyl-CoA carboxylase	1	13543116	13543547
263193_at	oligonucleotide	Arabidopsis thaliana	no	AT1G36050	unknown protein	1	13452025	13452988
263194_at	oligonucleotide	Arabidopsis thaliana	no	AT1G36060	AP2 domain-containing transcription factor, putative	1	13454745	13455310
263195_at	oligonucleotide	Arabidopsis thaliana	no	AT1G36150	protease inhibitor/seed storage/lipid transfer protein (LTP) family protein	1	13528439	13529459
263196_at	oligonucleotide	Arabidopsis thaliana	no	AT1G36070	WD-40 repeat family protein	1	13467224	13468017
263197_at	oligonucleotide	Arabidopsis thaliana	no	AT1G53930	ubiquitin family protein	1	20140414	20140856
263198_at	oligonucleotide	Arabidopsis thaliana	no	AT1G53990	GLIP3; carboxylesterase/ lipase	1	20151995	20152716
263199_at	oligonucleotide	Arabidopsis thaliana	no	AT1G05590	HEXO2 (BETA-HEXOSAMINIDASE 2); beta-N-acetylhexosaminidase/ hexosaminidase/ hydrolase, hydrolyzing O-glycosyl compounds	1	1671119	1671678
